name,latitude,longitude
Tifton,31.4624,-83.5205
Eastman,32.1973,-83.1714
Lawrenceville,33.9524,-83.9930
Bainbridge,30.9046,-84.5722
Thomaston,32.8907,-84.3272
Camilla,31.2337,-84.2088
Springfield,32.3641,-81.3079
Milton,34.1353,-84.3138
Riverdale,33.5645,-84.4098
Adel,31.1316,-83.4249
Roswell,34.0391,-84.3513
Hapeville,33.6609,-84.4093
Brownsburg,39.8330,-86.3828
Wabash,40.8046,-85.8310
Charlestown,38.4270,-85.6677
Whitestown,39.9704,-86.3607
Batesville,39.2974,-85.2139
Huntertown,41.2129,-85.1764
McCordsville,39.9036,-85.9230
Goshen,41.5741,-85.8304
Griffith,41.5279,-87.4240
Jeffersonville,38.3377,-85.7026
Lebanon,40.0318,-86.4550
Hammond,41.6170,-87.4908
Terre Haute,39.4654,-87.3763
Corydon,38.2132,-86.1259
LaPorte,41.6077,-86.7137
Scottsburg,38.6862,-85.7839
Munster,41.5468,-87.5037
Richmond,39.8318,-84.8904
Gas City,40.4897,-85.5984
Columbus,39.2094,-85.9178
Seymour,38.9474,-85.8914
South Bend,41.6771,-86.2690
West Lafayette,40.4432,-86.9239
Dyer,41.4977,-87.5088
Clinton,39.6607,-87.4046
Greenfield,39.7937,-85.7739
Plainfield,39.7005,-86.3726
Syracuse,41.4215,-85.7490
Columbia City,41.1611,-85.4854
Lowell,41.2934,-87.4183
North Manchester,41.0044,-85.7750
Bluffton,40.7426,-85.1730
Monticello,40.7455,-86.7668
Fort Wayne,41.0885,-85.1436
Avon,39.7604,-86.3916
Martinsville,39.4228,-86.4207
Bargersville,39.5414,-86.2004
Gary,41.5906,-87.3472
Frankfort,40.2799,-86.5181
Peru,40.7585,-86.0715
Ellettsville,39.2308,-86.6221
Marion,40.5497,-85.6600
Chesterton,41.5995,-87.0549
Westfield,40.0314,-86.1539
Angola,41.6431,-85.0050
Valparaiso,41.4796,-87.0528
Huntington,40.8812,-85.5062
Brazil,39.5232,-87.1244
Winfield,41.4097,-87.2623
Elkhart,41.6919,-85.9620
Carmel,39.9658,-86.1461
Huntingburg,38.3009,-86.9625
Kokomo,40.4640,-86.1277
Auburn,41.3666,-85.0559
Crown Point,41.4140,-87.3455
New Whiteland,39.5618,-86.0994
Danville,39.7607,-86.5081
Connersville,39.6582,-85.1410
Decatur,40.8301,-84.9281
Lafayette,40.3990,-86.8592
Boonville,38.0452,-87.2739
East Chicago,41.6487,-87.4531
Clarksville,38.3225,-85.7674
Tell City,37.9528,-86.7596
Fishers,39.9590,-85.9680
Bedford,38.8602,-86.4895
Zionsville,39.9990,-86.2921
Noblesville,40.0354,-86.0056
New Albany,38.3078,-85.8242
Shelbyville,39.5319,-85.7753
Rochester,41.0591,-86.1960
Yorktown,40.1830,-85.5123
Crawfordsville,40.0433,-86.8966
Anderson,40.0875,-85.6921
Evansville,37.9882,-87.5339
Saint John,41.4431,-87.4690
Nappanee,41.4452,-85.9962
Sellersburg,38.4029,-85.7705
Speedway,39.7937,-86.2479
Logansport,40.7502,-86.3559
Princeton,38.3552,-87.5785
Winona Lake,41.2167,-85.8106
Portage,41.5866,-87.1792
Westville,41.5381,-86.9054
Salem,38.6048,-86.0977
Cumberland,39.7852,-85.9498
Hartford City,40.4536,-85.3735
Mishawaka,41.6733,-86.1667
Berne,40.6567,-84.9555
Tipton,40.2818,-86.0424
Portland,40.4377,-84.9835
Vincennes,38.6759,-87.5102
North Vernon,39.0151,-85.6287
Bloomington,39.1637,-86.5257
Greenwood,39.6019,-86.1073
Alexandria,40.2583,-85.6760
Lawrenceburg,39.0989,-84.8713
Washington,38.6592,-87.1721
Jasper,38.3936,-86.9405
Garrett,41.3532,-85.1236
Greensburg,39.3515,-85.5024
Muncie,40.1989,-85.3950
Merrillville,41.4728,-87.3197
Beech Grove,39.7153,-86.0870
Mooresville,39.6038,-86.3677
Indianapolis,39.7771,-86.1458
Michigan City,41.7098,-86.8705
Madison,38.7580,-85.3970
Rushville,39.6154,-85.4464
Plymouth,41.3482,-86.3188
Cedar Lake,41.3693,-87.4380
Greencastle,39.6431,-86.8419
Linton,39.0357,-87.1587
Lake Station,41.5729,-87.2600
Lawrence,39.8674,-85.9904
Schererville,41.4870,-87.4444
Kendallville,41.4441,-85.2578
Hobart,41.5139,-87.2728
Franklin,39.4935,-86.0541
Highland,41.5484,-87.4587
Union City,40.1994,-84.8204
Mount Vernon,37.9364,-87.8955
Rensselaer,40.9381,-87.1683
New Castle,39.9190,-85.3697
New Haven,41.0669,-85.0282
Elwood,40.2743,-85.8372
Warsaw,41.2443,-85.8479
Le Mars,42.7809,-96.1743
Pleasant Hill,41.5857,-93.4998
Davenport,41.5558,-90.6052
Winterset,41.3456,-94.0136
Burlington,40.8072,-91.1249
Sioux Center,43.0746,-96.1707
Ankeny,41.7279,-93.6033
Charles City,43.0644,-92.6745
Mount Pleasant,40.9622,-91.5453
Spirit Lake,43.4177,-95.1109
Centerville,40.7289,-92.8713
Nevada,42.0185,-93.4637
Orange City,43.0019,-96.0565
Waverly,42.7250,-92.4706
Newton,41.6965,-93.0405
Marshalltown,42.0341,-92.9067
Washington,41.2982,-91.6928
Grinnell,41.7372,-92.7244
Dubuque,42.5007,-90.7064
Marion,42.0444,-91.5853
Creston,41.0597,-94.3650
Iowa City,41.6558,-91.5304
Clinton,41.8434,-90.2408
Knoxville,41.3188,-93.1024
Norwalk,41.4914,-93.6922
Shenandoah,40.7583,-95.3720
Algona,43.0743,-94.2302
Asbury,42.5118,-90.7799
Clear Lake,43.1346,-93.3740
Webster City,42.4623,-93.8167
Boone,42.0531,-93.8773
Ottumwa,41.0196,-92.4186
Glenwood,41.0445,-95.7408
Johnston,41.6856,-93.7173
Denison,42.0160,-95.3528
Independence,42.4621,-91.9030
Humboldt,42.7232,-94.2245
Indianola,41.3624,-93.5659
Carroll,42.0697,-94.8647
Keokuk,40.4096,-91.4031
Waterloo,42.4920,-92.3522
Estherville,43.3998,-94.8343
Decorah,43.3018,-91.7849
North Liberty,41.7440,-91.6107
Spencer,43.1469,-95.1533
Oelwein,42.6714,-91.9132
Altoona,41.6468,-93.4768
Bettendorf,41.5656,-90.4764
Maquoketa,42.0599,-90.6650
Clive,41.6145,-93.7973
Grimes,41.6776,-93.7946
Council Bluffs,41.2369,-95.8518
Des Moines,41.5725,-93.6104
Anamosa,42.1091,-91.2759
Clarinda,40.7380,-95.0340
Fort Madison,40.6198,-91.3520
Cedar Rapids,41.9667,-91.6781
Mount Vernon,41.9230,-91.4244
Perry,41.8380,-94.0940
Oskaloosa,41.2921,-92.6404
Sioux City,42.4959,-96.3901
Storm Lake,42.6431,-95.1970
Cedar Falls,42.5197,-92.4532
Waukee,41.6002,-93.8702
Red Oak,41.0141,-95.2248
Fort Dodge,42.5098,-94.1751
Muscatine,41.4195,-91.0680
Fairfield,41.0071,-91.9673
Pella,41.4051,-92.9178
Ames,42.0262,-93.6275
Eldridge,41.6394,-90.5805
Urbandale,41.6390,-93.7814
Coralville,41.6990,-91.5968
Mason City,43.1487,-93.1998
West Des Moines,41.5527,-93.7803
Atlantic,41.3957,-95.0139
Bondurant,41.6986,-93.4546
Hiawatha,42.0518,-91.6899
McAlester,34.9262,-95.7698
Shawnee,35.3524,-96.9647
Skiatook,36.3693,-95.9815
Wagoner,35.9641,-95.3791
Broken Arrow,36.0367,-95.7808
Durant,33.9957,-96.3938
Midwest City,35.4630,-97.3710
Stillwater,36.1315,-97.0740
Mustang,35.3917,-97.7245
Blanchard,35.1523,-97.6612
Sand Springs,36.1345,-96.1285
Sallisaw,35.4609,-94.8070
Guthrie,35.8428,-97.4358
Owasso,36.2884,-95.8312
Tahlequah,35.9116,-94.9773
Purcell,35.0180,-97.3747
Blackwell,36.8011,-97.3003
Edmond,35.6689,-97.4159
Sapulpa,36.0090,-96.0983
Warr Acres,35.5284,-97.6182
Duncan,34.5425,-97.9190
Idabel,33.9041,-94.8294
Grove,36.5925,-94.7885
Alva,36.8011,-98.6679
Clinton,35.5058,-98.9724
Collinsville,36.3725,-95.8596
Poteau,35.0431,-94.6356
Henryetta,35.4421,-95.9848
Glenpool,35.9481,-96.0049
Pauls Valley,34.7236,-97.2291
Lawton,34.6171,-98.4204
Oklahoma City,35.4677,-97.5138
Ardmore,34.1944,-97.1251
Claremore,36.3143,-95.6101
Yukon,35.5203,-97.7636
Bixby,35.9454,-95.8773
Tulsa,36.1284,-95.9037
Noble,35.1385,-97.3710
Muskogee,35.7430,-95.3567
Moore,35.3294,-97.4758
Chickasha,35.0410,-97.9472
Lone Grove,34.1825,-97.2549
Seminole,35.2345,-96.6500
Catoosa,36.1832,-95.7663
Ponca City,36.7235,-97.0679
Del City,35.4483,-97.4408
Bethany,35.5072,-97.6417
Choctaw,35.4800,-97.2666
Elk City,35.3849,-99.4333
Jenks,35.9980,-95.9737
Miami,36.8877,-94.8718
The Village,35.5706,-97.5567
El Reno,35.5430,-97.9660
Tecumseh,35.2639,-96.9338
Muldrow,35.4040,-94.5969
Newcastle,35.2404,-97.5998
Coweta,35.9676,-95.6538
Okmulgee,35.6136,-96.0069
Enid,36.4061,-97.8701
Guymon,36.6901,-101.4778
Piedmont,35.6784,-97.7528
Tuttle,35.3068,-97.7556
Altus,34.6566,-99.3051
Anadarko,35.0653,-98.2440
Ada,34.7683,-96.6689
Norman,35.2335,-97.3471
Weatherford,35.5385,-98.6872
Holdenville,35.0836,-96.4004
Woodward,36.4246,-99.4059
Cushing,35.9797,-96.7603
Vinita,36.6364,-95.1770
Bartlesville,36.7356,-95.9451
Scottsdale,33.6872,-111.8650
Flagstaff,35.1867,-111.6175
Nogales,31.3624,-110.9336
Tolleson,33.4484,-112.2561
Oro Valley,32.4226,-110.9767
El Mirage,33.5906,-112.3271
Guadalupe,33.3665,-111.9633
Queen Creek,33.2392,-111.6397
Buckeye,33.4318,-112.6430
Show Low,34.2677,-110.0387
Coolidge,32.9595,-111.5285
Phoenix,33.5722,-112.0891
Marana,32.4355,-111.1558
Maricopa,33.0447,-112.0164
Sedona,34.8574,-111.7951
Avondale,33.3858,-112.3236
Tucson,32.1558,-110.8777
Eloy,32.7464,-111.5994
Gilbert,33.3103,-111.7463
Prescott Valley,34.5983,-112.3178
Mesa,33.4016,-111.7180
Cave Creek,33.8513,-111.9801
Douglas,31.3602,-109.5394
Safford,32.8318,-109.7006
Apache Junction,33.3982,-111.5349
Prescott,34.5799,-112.4476
Bisbee,31.4126,-109.9179
Cottonwood,34.7194,-112.0014
Sierra Vista,31.5631,-110.3153
Bullhead City,35.1205,-114.5460
Casa Grande,32.9070,-111.7623
Winslow,35.0253,-110.7098
Snowflake,34.5223,-110.0914
Yuma,32.5990,-114.5489
Sahuarita,31.9328,-110.9654
Somerton,32.6009,-114.6990
Chino Valley,34.7593,-112.4107
Chandler,33.2828,-111.8517
Youngtown,33.5846,-112.3048
Fountain Hills,33.6072,-111.7398
Glendale,33.5797,-112.2246
Eagar,34.1058,-109.2956
Surprise,33.6802,-112.4525
South Tucson,32.1955,-110.9691
Litchfield Park,33.5024,-112.3586
Globe,33.3869,-110.7515
Lake Havasu City,34.5006,-114.3115
Colorado City,36.9774,-112.9830
Goodyear,33.2613,-112.3622
Peoria,33.7844,-112.2989
Camp Verde,34.5699,-111.8573
Kingman,35.2168,-114.0167
Thatcher,32.8317,-109.7594
Florence,33.0631,-111.4272
San Luis,32.4922,-114.7105
Tempe,33.3881,-111.9318
Paradise Valley,33.5435,-111.9595
Payson,34.2432,-111.3195
Page,36.9425,-111.5071
Clifton,33.0249,-109.2883
Nampa,43.5833,-116.5641
Pocatello,42.8716,-112.4660
Post Falls,47.7202,-116.9396
Hailey,43.5132,-114.3010
Boise,43.5991,-116.2306
Eagle,43.7231,-116.3856
Rexburg,43.8221,-111.7926
Rigby,43.6735,-111.9129
Fruitland,44.0204,-116.9223
Rathdrum,47.7992,-116.8911
Ammon,43.4748,-111.9559
Middleton,43.7124,-116.6143
Payette,44.0790,-116.9256
Rupert,42.6190,-113.6739
Kuna,43.4849,-116.3993
Jerome,42.7185,-114.5156
Burley,42.5371,-113.7933
Twin Falls,42.5631,-114.4637
Garden City,43.6527,-116.2746
Sandpoint,48.2811,-116.5599
Mountain Home,43.1328,-115.6965
Hayden,47.7685,-116.8010
Caldwell,43.6458,-116.6595
Blackfoot,43.1939,-112.3457
Moscow,46.7306,-116.9989
Star,43.7019,-116.4939
Coeur d'Alene,47.7041,-116.7928
Lewiston,46.3936,-116.9935
Chubbuck,42.9226,-112.4699
Idaho Falls,43.4878,-112.0359
Meridian,43.6182,-116.3980
Emmett,43.8686,-116.4889
Weiser,44.2566,-116.9696
Torrington,41.8349,-73.1282
New London,41.3502,-72.1023
Waterbury,41.5583,-73.0361
Shelton,41.3060,-73.1383
New Britain,41.6758,-72.7862
Groton,41.3390,-72.0727
City of Milford (balance),41.2253,-73.0624
Naugatuck,41.4890,-73.0518
Jewett City,41.6070,-71.9807
Bridgeport,41.1909,-73.1958
Norwalk,41.1144,-73.4215
Middletown,41.5476,-72.6549
Meriden,41.5367,-72.7943
Danbury,41.4016,-73.4710
Ansonia,41.3443,-73.0689
West Haven,41.2738,-72.9669
Hartford,41.7661,-72.6834
Bristol,41.6812,-72.9407
Derby,41.3265,-73.0833
New Haven,41.3112,-72.9245
Norwich,41.5495,-72.0882
Stamford,41.1035,-73.5583
Presque Isle,46.6868,-67.9874
Biddeford,43.4674,-70.4512
Saco,43.5390,-70.4624
Old Town,44.9491,-68.7249
Sanford,43.4244,-70.7573
Auburn,44.0850,-70.2492
South Portland,43.6310,-70.2895
Waterville,44.5440,-69.6626
Rockland,44.1274,-69.1369
Caribou,46.8662,-67.9919
Gardiner,44.1910,-69.7921
Westbrook,43.6955,-70.3538
Lewiston,44.0915,-70.1681
Bath,43.9346,-69.8346
Bangor,44.8322,-68.7906
Augusta,44.3341,-69.7319
Brewer,44.7835,-68.7352
Portland,43.6772,-70.2713
Ellsworth,44.5847,-68.4875
Easton,38.7760,-76.0702
Frostburg,39.6507,-78.9271
Mount Rainier,38.9426,-76.9645
Ocean City,38.3989,-75.0715
Hyattsville,38.9612,-76.9548
Thurmont,39.6205,-77.4074
Cambridge,38.5519,-76.0788
Annapolis,38.9705,-76.5047
Salisbury,38.3755,-75.5883
Hampstead,39.6109,-76.8552
Brunswick,39.3180,-77.6253
La Plata,38.5356,-76.9695
Takoma Park,38.9810,-77.0028
Walkersville,39.4832,-77.3560
Fruitland,38.3216,-75.6244
Elkton,39.6066,-75.8205
Manchester,39.6585,-76.8881
New Carrollton,38.9663,-76.8769
Princess Anne,38.2053,-75.6969
Rockville,39.0834,-77.1553
Hagerstown,39.6401,-77.7217
Westminster,39.5799,-77.0066
Leonardtown,38.3030,-76.6410
Frederick,39.4334,-77.4154
Havre de Grace,39.5471,-76.1135
Bowie,38.9577,-76.7421
Chestertown,39.2188,-76.0710
Cheverly,38.9253,-76.9139
Mount Airy,39.3743,-77.1535
Glenarden,38.9291,-76.8574
Greenbelt,38.9953,-76.8885
Aberdeen,39.5146,-76.1731
Riverdale Park,38.9645,-76.9265
District Heights,38.8593,-76.8880
Bladensburg,38.9423,-76.9265
Cumberland,39.6515,-78.7585
Bel Air,39.5347,-76.3460
Taneytown,39.6562,-77.1688
College Park,38.9964,-76.9337
Chesapeake Beach,38.6881,-76.5447
Emmitsburg,39.7050,-77.3217
Westernport,39.4880,-79.0429
Gaithersburg,39.1347,-77.2130
Laurel,39.0955,-76.8629
Baltimore,39.3051,-76.6144
Marlborough,42.3494,-71.5468
Quincy,42.2516,-71.0183
Chicopee,42.1764,-72.5719
Waltham,42.3889,-71.2423
Medford,42.4234,-71.1087
Gloucester,42.6260,-70.6896
Boston,42.3189,-71.0838
Haverhill,42.7838,-71.0871
Newton,42.3317,-71.2085
Pittsfield,42.4517,-73.2605
Everett,42.4064,-71.0544
Salem,42.5130,-70.9021
Brockton,42.0821,-71.0242
North Adams,42.6844,-73.1166
Watertown,42.3700,-71.1775
Westfield,42.1382,-72.7561
Cambridge,42.3758,-71.1184
Somerville,42.3908,-71.1013
Northampton,42.3266,-72.6745
Methuen,42.7340,-71.1889
Holyoke,42.2126,-72.6411
Newburyport,42.8124,-70.8879
Fitchburg,42.5912,-71.8156
Lawrence,42.7003,-71.1626
Revere,42.4188,-71.0040
New Bedford,41.6697,-70.9428
Beverly,42.5681,-70.8627
Woburn,42.4868,-71.1543
Chelsea,42.3959,-71.0325
Worcester,42.2705,-71.8079
Melrose,42.4556,-71.0590
Peabody,42.5335,-70.9724
Springfield,42.1155,-72.5395
Lowell,42.6389,-71.3217
Leominster,42.5209,-71.7717
Gardner,42.5845,-71.9868
Malden,42.4305,-71.0576
Lynn,42.4778,-70.9662
Attleboro,41.9311,-71.2950
Fall River,41.7136,-71.1014
Taunton,41.9036,-71.0943
Toledo,41.6639,-83.5820
University Heights,41.4948,-81.5348
Sheffield Lake,41.4884,-82.0978
Blue Ash,39.2478,-84.3824
Trotwood,39.7927,-84.3165
Hamilton,39.3938,-84.5652
Grove City,39.8665,-83.0703
Northwood,41.6089,-83.4837
Akron,41.0802,-81.5219
Centerville,39.6339,-84.1448
Lakewood,41.4824,-81.8008
Wickliffe,41.6072,-81.4690
Monroe,39.4461,-84.3666
Montgomery,39.2494,-84.3457
Newark,40.0703,-82.4252
Richmond Heights,41.5589,-81.5029
Vandalia,39.8790,-84.1930
Columbiana,40.8871,-80.6750
Kirtland,41.5969,-81.3406
Oberlin,41.2857,-82.2197
North Canton,40.8742,-81.3971
Napoleon,41.3978,-84.1244
Bellefontaine,40.3627,-83.7630
Cambridge,40.0221,-81.5868
Medina,41.1358,-81.8694
Shaker Heights,41.4744,-81.5496
Galion,40.7392,-82.7773
Brecksville,41.3079,-81.6193
Trenton,39.4791,-84.4620
Lisbon,40.7752,-80.7628
Worthington,40.0949,-83.0209
Union,39.9102,-84.2962
Miamisburg,39.6323,-84.2725
Steubenville,40.3653,-80.6520
Eastlake,41.6581,-81.4323
Powell,40.1679,-83.0800
The Village of Indian Hill,39.1917,-84.3341
New Albany,40.0808,-82.7926
Bedford Heights,41.4042,-81.5053
Russells Point,40.4680,-83.8939
Ashville,39.7248,-82.9581
Jackson,39.0460,-82.6494
Strongsville,41.3128,-81.8313
Harrison,39.2570,-84.7883
Cleveland,41.4766,-81.6805
Campbell,41.0777,-80.5904
Athens,39.3269,-82.0988
Stow,41.1765,-81.4344
Lyndhurst,41.5172,-81.4922
Ashland,40.8671,-82.3163
Cleveland Heights,41.5112,-81.5636
Parma,41.3842,-81.7286
Warren,41.2389,-80.8177
Caldwell,39.7467,-81.5127
Norton,41.0294,-81.6461
Delphos,40.8481,-84.3369
Westerville,40.1241,-82.9205
Seven Hills,41.3805,-81.6737
Norwood,39.1604,-84.4534
Fostoria,41.1601,-83.4119
Oakwood,39.7202,-84.1734
Hudson,41.2399,-81.4408
Port Clinton,41.5094,-82.9383
Hillsboro,39.2124,-83.6113
Circleville,39.6062,-82.9335
Middleburg Heights,41.3695,-81.8150
Reynoldsburg,39.9588,-82.7943
Mount Vernon,40.3854,-82.4732
Gahanna,40.0251,-82.8638
Wilmington,39.4387,-83.8184
Madeira,39.1854,-84.3734
Fairfield,39.3301,-84.5405
Shelby,40.8845,-82.6577
Cuyahoga Falls,41.1641,-81.5206
Youngstown,41.0994,-80.6463
Canal Winchester,39.8432,-82.8121
Mayfield Heights,41.5175,-81.4534
Twinsburg,41.3221,-81.4451
Grandview Heights,39.9793,-83.0409
Pickerington,39.8889,-82.7680
Lebanon,39.4248,-84.2139
Sandusky,41.4472,-82.7009
South Euclid,41.5239,-81.5245
Euclid,41.5904,-81.5188
Wyoming,39.2295,-84.4814
Zanesville,39.9567,-82.0133
Defiance,41.2806,-84.3663
Avon,41.4485,-82.0187
Saint Clairsville,40.0792,-80.8998
Alliance,40.9107,-81.1189
Seville,41.0209,-81.8671
Deer Park,39.2037,-84.3975
Mount Healthy,39.2339,-84.5474
Painesville,41.7240,-81.2536
Wauseon,41.5534,-84.1406
Fairlawn,41.1270,-81.6212
Norwalk,41.2443,-82.6088
Maple Heights,41.4094,-81.5625
Ontario,40.7709,-82.6107
Fairborn,39.8031,-84.0141
Sharonville,39.2824,-84.4069
Rittman,40.9737,-81.7845
Orrville,40.8482,-81.7747
Kent,41.1491,-81.3610
Dover,40.5302,-81.4805
Mentor,41.6895,-81.3361
Conneaut,41.9277,-80.5685
Rossford,41.5831,-83.5692
Ashtabula,41.8805,-80.7984
Garfield Heights,41.4199,-81.6038
Canal Fulton,40.8903,-81.5891
Moraine,39.6983,-84.2458
Barberton,41.0095,-81.6038
Forest Park,39.2860,-84.5259
Delaware,40.2870,-83.0749
Riverside,39.7836,-84.1220
Massillon,40.7840,-81.5256
East Liverpool,40.6333,-80.5677
North Olmsted,41.4150,-81.9190
Ironton,38.5319,-82.6777
Olmsted Falls,41.3657,-81.9043
Ravenna,41.1613,-81.2421
Springboro,39.5612,-84.2348
Struthers,41.0510,-80.5920
Marysville,40.2276,-83.3594
Streetsboro,41.2396,-81.3456
Troy,40.0431,-84.2193
London,39.8936,-83.4375
Bay Village,41.4851,-81.9315
Chillicothe,39.3393,-82.9937
Kenton,40.6447,-83.6099
Washington Court House,39.5384,-83.4276
Bucyrus,40.8054,-82.9719
Celina,40.5551,-84.5629
Amherst,41.4022,-82.2303
Wellston,39.1172,-82.5375
Middletown,39.5032,-84.3659
Ada,40.7680,-83.8252
Brooklyn,41.4349,-81.7498
Englewood,39.8643,-84.3071
Willowick,41.6343,-81.4680
Berea,41.3696,-81.8642
Lancaster,39.7249,-82.6049
Springfield,39.9304,-83.7961
Pepper Pike,41.4801,-81.4619
Macedonia,41.3147,-81.4990
Carlisle,39.5808,-84.3201
Tipp City,39.9642,-84.1861
North Ridgeville,41.3851,-82.0194
Fremont,41.3530,-83.1143
Kettering,39.6956,-84.1495
Beavercreek,39.7312,-84.0627
Hilliard,40.0348,-83.1547
Canton,40.8082,-81.3678
Louisville,40.8366,-81.2646
Willoughby,41.6460,-81.4084
Columbus,39.9859,-82.9852
Niles,41.1877,-80.7531
Loveland,39.2679,-84.2731
Greenfield,39.3536,-83.3883
Bowling Green,41.3772,-83.6500
Logan,39.5386,-82.4063
Canfield,41.0315,-80.7672
Brunswick,41.2464,-81.8198
Marietta,39.4240,-81.4465
Oxford,39.5058,-84.7440
Wapakoneta,40.5676,-84.1917
North College Hill,39.2174,-84.5517
Granville,40.0648,-82.5025
Reading,39.2241,-84.4332
Sunbury,40.2472,-82.8659
Brook Park,41.4036,-81.8219
Middleport,38.9948,-82.0643
Broadview Heights,41.3195,-81.6782
Ottawa,41.0204,-84.0350
New Bremen,40.4348,-84.3778
Waterville,41.5017,-83.7365
Grafton,41.2808,-82.0368
Heath,40.0241,-82.4412
Bedford,41.3919,-81.5358
Upper Sandusky,40.8301,-83.2719
Dublin,40.1112,-83.1451
Eaton,39.7506,-84.6342
Westlake,41.4524,-81.9295
Marion,40.5933,-83.1237
Huron,41.3912,-82.5626
Upper Arlington,40.0271,-83.0703
Oregon,41.6556,-83.4326
Milford,39.1700,-84.2810
Sidney,40.2892,-84.1666
Clyde,41.3049,-82.9785
New Carlisle,39.9448,-84.0256
Salem,40.9049,-80.8491
Uhrichsville,40.4005,-81.3515
Cheviot,39.1578,-84.6138
New Franklin,40.9525,-81.5839
Piqua,40.1503,-84.2437
Chardon,41.5803,-81.2081
Cincinnati,39.1412,-84.5060
Beachwood,41.4759,-81.5030
Perrysburg,41.5376,-83.6412
Sylvania,41.7100,-83.7082
Urbana,40.1088,-83.7541
Munroe Falls,41.1385,-81.4344
Coshocton,40.2620,-81.8482
Findlay,41.0460,-83.6380
Bryan,41.4711,-84.5489
Franklin,39.5537,-84.2950
Hubbard,41.1593,-80.5682
Garrettsville,41.2843,-81.0933
Parma Heights,41.3865,-81.7637
East Cleveland,41.5318,-81.5795
Green,40.9483,-81.4757
New Philadelphia,40.4860,-81.4402
Clayton,39.8689,-84.3292
Nelsonville,39.4560,-82.2219
Pataskala,40.0109,-82.7159
Bexley,39.9650,-82.9342
Elyria,41.3761,-82.1063
Warrensville Heights,41.4363,-81.5222
Lorain,41.4409,-82.1840
Martins Ferry,40.1014,-80.7252
North Royalton,41.3138,-81.7451
Willard,41.0519,-82.7233
Tallmadge,41.1023,-81.4216
Bellbrook,39.6384,-84.0865
Wooster,40.8166,-81.9337
Rocky River,41.4703,-81.8526
Wadsworth,41.0287,-81.7324
Highland Heights,41.5518,-81.4691
Van Wert,40.8653,-84.5873
Avon Lake,41.4945,-82.0160
Xenia,39.6827,-83.9414
Mentor-on-the-Lake,41.7135,-81.3650
Lima,40.7409,-84.1121
Groveport,39.8587,-82.8976
Independence,41.3780,-81.6385
Aurora,41.3118,-81.3450
Portsmouth,38.7539,-82.9446
Tiffin,41.1167,-83.1800
Mansfield,40.7655,-82.5276
Springdale,39.2909,-84.4760
Germantown,39.6325,-84.3645
Huber Heights,39.8595,-84.1130
Saint Marys,40.5475,-84.3931
Bellevue,41.2744,-82.8396
Maumee,41.5695,-83.6635
Mason,39.3563,-84.3034
Solon,41.3864,-81.4401
Belpre,39.2815,-81.5971
Brookville,39.8393,-84.4176
Greenville,40.1042,-84.6209
Fairview Park,41.4419,-81.8530
Dayton,39.7798,-84.1999
Vermilion,41.4103,-82.3214
Cortland,41.3318,-80.7192
Geneva,41.8003,-80.9461
Whitehall,39.9682,-82.8833
Girard,41.1673,-80.6961
Willoughby Hills,41.5873,-81.4332
South Ogden,41.1715,-111.9568
Harrisville,41.2854,-111.9860
North Salt Lake,40.8439,-111.9188
Spanish Fork,40.1100,-111.6407
Orem,40.2988,-111.6990
West Valley City,40.6889,-112.0115
Enoch,37.7665,-113.0431
Cedar Hills,40.4135,-111.7530
Hooper,41.1598,-112.2870
Bluffdale,40.4743,-111.9383
Bountiful,40.8722,-111.8647
Saratoga Springs,40.3421,-111.9134
Providence,41.7030,-111.8122
Hyrum,41.6317,-111.8439
West Bountiful,40.8983,-111.9080
Centerville,40.9284,-111.8848
Hurricane,37.1497,-113.3526
West Jordan,40.6024,-112.0008
North Ogden,41.3124,-111.9586
Ivins,37.1742,-113.6809
Tooele,40.5394,-112.3082
Holladay,40.6599,-111.8226
Riverton,40.5176,-111.9635
Vernal,40.4517,-109.5379
Logan,41.7403,-111.8418
Midvale,40.6148,-111.8928
Smithfield,41.8345,-111.8268
American Fork,40.3815,-111.7935
Grantsville,40.6148,-112.4777
Salt Lake City,40.7774,-111.9301
Alpine,40.4621,-111.7728
Clinton,41.1395,-112.0656
Layton,41.0773,-111.9618
Springville,40.1638,-111.6206
Roosevelt,40.2932,-110.0037
Sunset,41.1392,-112.0285
West Haven,41.2082,-112.0538
Farmington,40.9846,-111.9065
Ephraim,39.3577,-111.5819
Price,39.6040,-110.8004
Ogden,41.2281,-111.9677
Saint George,37.0769,-113.5771
Clearfield,41.1030,-112.0237
Highland,40.4274,-111.7956
Washington Terrace,41.1683,-111.9783
Kaysville,41.0290,-111.9455
Eagle Mountain,40.3137,-112.0114
Cottonwood Heights,40.6137,-111.8144
Washington,37.1325,-113.4894
Moab,38.5700,-109.5476
Nibley,41.6726,-111.8455
Taylorsville,40.6570,-111.9493
Lehi,40.4140,-111.8729
Cedar City,37.6834,-113.0957
Brigham City,41.5034,-112.0454
Pleasant View,41.3249,-112.0010
Santa Clara,37.1312,-113.6561
Santaquin,39.9713,-111.7936
Salem,40.0540,-111.6722
Park City,40.6459,-111.5038
Mapleton,40.1191,-111.5730
Provo,40.2458,-111.6457
Nephi,39.7072,-111.8322
North Logan,41.7759,-111.8066
South Salt Lake,40.7056,-111.8987
Plain City,41.3069,-112.0878
Draper,40.4956,-111.8607
Syracuse,41.0871,-112.0698
